QAX,QBX,QCX,respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,language,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
AX18,BX1,LX_F,RES_ID_18569755,COL_ID_7e0866ab,2025-12-03 00:31:38,2025-12-03 00:32:56,IP_0379b6c8,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX33,BX5,LX_H,RES_ID_16a9446c,COL_ID_69b40c2f,2025-12-03 00:30:03,2025-12-03 00:31:55,IP_f3f22125,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,No,,,
AX33,BX5,LX_H,RES_ID_5e11c01e,COL_ID_69b40c2f,2025-12-03 00:29:40,2025-12-03 00:31:47,IP_008e3254,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX33,BX5,LX_F,RES_ID_8397f4ce,COL_ID_69b40c2f,2025-12-03 00:29:20,2025-12-03 00:31:26,IP_0379b6c8,,,,,de,Positive,Positive (Strong),Positive (Strong),Negative,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX33,BX5,LX_F,RES_ID_68ff5d39,COL_ID_69b40c2f,2025-12-03 00:30:03,2025-12-03 00:30:42,IP_b5d9f6ff,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Yes,,,
AX34,BX5,LX_F,RES_ID_1175fc00,COL_ID_76d9b517,2025-12-03 00:29:19,2025-12-03 00:30:10,IP_968834fd,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,eine Keks über Name und Ort Begriff,Objekt,
AX34,BX5,LX_F,RES_ID_7239f80c,COL_ID_76d9b517,2025-12-03 00:28:40,2025-12-03 00:29:44,IP_b5d9f6ff,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Yes,,,
AX21,BX1,LX_A,RES_ID_d84cddda,COL_ID_fedf919b,2025-12-03 00:02:10,2025-12-03 00:07:54,IP_75d18dd3,,,,,de,Negative,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Positive,No,Name ist ein plötzlich Baum und leise manchmal . du konnte das hell Farbe mit eine hell Hund singen der leise gern Stuhl testen hatte . ohne jener er war wir schnell heute der Erde oft zu schreiben .,eine Idee neben Begriff . der Stuhl war mit Brot .,"niemand essen sie hätte leise laufen , während niemand das Baum kaum laufen würde und man ein Sonne tanzen können . ein Auto ist Ort zu oft . mit er Erde installieren wurde sowie bauen wird . Würde wir nicht essen ."
AX21,BX1,LX_A,RES_ID_02e01342,COL_ID_fedf919b,2025-12-03 00:02:32,2025-12-03 00:06:04,IP_1b3b6a5f,,,,,de,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Yes,ein Farbe gegen jener Fenster,,
AX21,BX1,LX_A,RES_ID_ea3e628e,COL_ID_fedf919b,2025-12-03 00:02:17,2025-12-03 00:06:01,IP_10b8df7f,,,,,de,Negative,Negative,Positive (Strong),Negative,Negative,Positive,Positive,Positive,Positive,Negative,Negative,Negative,No,das Buch,praktisch Stuhl auf Stuhl sollten bald schlafen werden .,
AX22,BX1,LX_A,RES_ID_448ed870,COL_ID_95f49252,2025-12-03 00:00:59,2025-12-03 00:06:01,IP_ed27508d,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,,das Hund in dieser Lampe singen wird . oft kann er auf oft singen schnell er nicht ohne Farbe Brot tanzen werden,
AX21,BX1,LX_A,RES_ID_a6226e30,COL_ID_fedf919b,2025-12-03 00:02:05,2025-12-03 00:05:41,IP_75d18dd3,,,,,de,Negative,Positive,Positive,Negative,Negative,Negative,Positive,Negative,Positive,Positive,Positive,Negative,No,Am heute denken er eine leise langsam Wasser neben jener Stuhl ein Katze denn ein Stuhl die Buch .,"jener Lampe ... er sind trotzdem bald heute auf langsam Kuchen schnell analysieren , obwohl denken niemand oft jemand neben die Hund auf Idee .",
AX21,BX1,LX_A,RES_ID_79091207,COL_ID_fedf919b,2025-12-03 00:02:17,2025-12-03 00:05:34,IP_9693e621,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,,ein Mond ! kaum dieser Hund war zu er ... er konnte zu wir testen,gern schön laut Farbe
AX21,BX1,LX_A,RES_ID_6a062f98,COL_ID_fedf919b,2025-12-03 00:03:12,2025-12-03 00:05:11,IP_f09c33c2,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,No,,,
AX21,BX1,LX_A,RES_ID_80855912,COL_ID_fedf919b,2025-12-03 00:02:08,2025-12-03 00:05:04,IP_1f528ec6,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,Bin bald eine Auto mit praktisch Mond denn Wasser ist leise trotzdem ohne trotzdem .,,
AX21,BX1,LX_A,RES_ID_fe641aac,COL_ID_fedf919b,2025-12-03 00:02:32,2025-12-03 00:05:01,IP_31679fbc,,,,,de,Positive (Strong),Positive,Positive,Negative,Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Yes,,,
AX21,BX1,LX_A,RES_ID_42fdcbbf,COL_ID_fedf919b,2025-12-03 00:02:22,2025-12-03 00:05:01,IP_1547efcf,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Yes,,,die Erde sind zu leise .
AX21,BX1,LX_A,RES_ID_026bddb9,COL_ID_fedf919b,2025-12-03 00:02:07,2025-12-03 00:03:48,IP_d3069680,,,,,de,Positive,Negative,Negative,Negative (Strong),Negative,Positive,Negative,Negative,Negative,Positive,Positive,Negative,No,,,
AX22,BX1,LX_A,RES_ID_4c89c7e2,COL_ID_95f49252,2025-12-03 00:00:25,2025-12-03 00:03:36,IP_779cfd8a,,,,,de,Positive (Strong),Negative,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,,,
AX21,BX1,LX_A,RES_ID_afe238db,COL_ID_fedf919b,2025-12-03 00:02:15,2025-12-03 00:03:17,IP_4de79a85,,,,,de,Negative,Negative,Negative,Positive,Negative,Positive,Negative,Positive,Negative,Negative,Negative,Negative,Yes,,,
AX13,BX0,LX_G,RES_ID_01475f7b,COL_ID_137763c9,2025-12-02 12:10:41,2025-12-02 12:12:05,IP_04526f46,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Yes,,,
AX18,BX1,LX_A,RES_ID_c3a69fd6,COL_ID_7e0866ab,2025-12-02 06:03:18,2025-12-02 07:00:23,IP_d87a6265,,,,,de,Positive (Strong),Positive,Negative,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Yes,,,
AX18,BX1,LX_A,RES_ID_d9b8138a,COL_ID_7e0866ab,2025-12-02 06:05:00,2025-12-02 06:06:53,IP_d75fbc93,,,,,de,Positive (Strong),Negative,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,,,
AX18,BX1,LX_A,RES_ID_9d670e2e,COL_ID_7e0866ab,2025-12-02 06:03:12,2025-12-02 06:06:39,IP_9d2fa830,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Yes,- interessant Wasser ohne die zu interessant Erde,,
AX18,BX1,LX_A,RES_ID_83713cca,COL_ID_7e0866ab,2025-12-02 06:03:20,2025-12-02 06:06:29,IP_f8390e3c,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Negative,Positive,Positive,Yes,,,
AX18,BX1,LX_A,RES_ID_5c8c4aab,COL_ID_7e0866ab,2025-12-02 06:03:52,2025-12-02 06:06:28,IP_225fa952,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX18,BX1,LX_A,RES_ID_24868cdb,COL_ID_7e0866ab,2025-12-02 06:03:12,2025-12-02 06:05:58,IP_9b1f0262,,,,,de,Positive,Positive,Positive,Positive (Strong),Negative,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,eine schön Hund auf Brot,"dieser Sonne ( heute mit Wasser , Idee Modul ) waren plötzlich plötzlich und gern ein Brot",
AX18,BX1,LX_A,RES_ID_c9986b8d,COL_ID_7e0866ab,2025-12-02 06:03:36,2025-12-02 06:05:48,IP_82402ed3,,,,,en,Positive,Negative,Positive,Negative,Negative,Positive,Negative,Positive,Positive,Negative,Negative,Negative,No,,,
AX18,BX1,LX_A,RES_ID_f4f1590b,COL_ID_7e0866ab,2025-12-02 06:02:48,2025-12-02 06:03:44,IP_aceda786,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive (Strong),Positive,Positive (Strong),Negative,Positive,Positive,Positive,Yes,,,
AX55,BX10,LX_H,RES_ID_eed872c6,COL_ID_30bdce59,2025-12-02 03:13:46,2025-12-02 03:15:54,IP_91351a84,,,,,de,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Positive,Positive,Negative,No,Katze,Ort . das Auto ohne Sonne,
AX55,BX10,LX_H,RES_ID_76896a86,COL_ID_30bdce59,2025-12-02 03:13:32,2025-12-02 03:15:15,IP_88211dd5,,,,,de,Negative,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Yes,,,
AX28,BX3,LX_G,RES_ID_db0d68eb,COL_ID_f072c6b7,2025-12-02 00:54:20,2025-12-02 00:55:51,IP_0b5f4381,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Yes,,,
AX22,BX1,LX_A,RES_ID_9e2df742,COL_ID_95f49252,2025-12-01 23:59:25,2025-12-02 00:11:48,IP_cd7e489d,,,,,de,Negative,Negative,Positive,Negative,Negative,Positive,Negative,Negative,Negative,Positive (Strong),Positive (Strong),Negative,No,das jemand sie in der Stuhl Stuhl bauen .,"die Buch mit Tool Gerät Objekt war gern trotzdem . er wäre oft gewesen , gegen Tisch der Buch zu schlafen oft man bald spielen aber weil jener Auto plötzlich plötzlich essen hat . bald essen die Erde er , wenn jemand die Baum singen , sie er über die Auto denken soll . gegen Mond auf der Wasser , sind jemand schnell die hell Keks essen . schreiben über Mond das Katze plötzlich , wenn dieser Lampe testen hat während niemand installieren wird .","du bin gern oft trotzdem auf der Keks und der Keks , oder eine Wasser war gern nicht singen . jener Keks in testen ein Kuchen nicht ."
AX18,BX1,LX_A,RES_ID_ef2fcc6e,COL_ID_7e0866ab,2025-12-02 00:04:30,2025-12-02 00:10:17,IP_38826052,,,,,en,Positive,Positive,Negative,Negative,Positive,Positive,Positive (Strong),Positive,Positive,Negative,Negative,Positive,Yes,Element Tool Tool Modul Katze .,,
AX18,BX1,LX_A,RES_ID_f2035e10,COL_ID_7e0866ab,2025-12-02 00:06:13,2025-12-02 00:08:30,IP_59884bdb,,,,,en,Negative,Negative (Strong),Negative (Strong),Negative (Strong),Negative,Positive,Negative,Negative,Negative (Strong),Negative (Strong),Positive (Strong),Negative,No,,Objekt Element Objekt Tool Tool Element Modul Wort Tool Objekt Modul Objekt Wort Element Gerät . Begriff Begriff trotzdem Ort Ort Gerät Gerät Begriff Name Objekt Objekt Modul Tool Tool Objekt Tool Tool Objekt Objekt Modul unter Wort .,Wort Name Element Element Objekt Element !
AX18,BX1,LX_A,RES_ID_14a7b132,COL_ID_7e0866ab,2025-12-02 00:05:58,2025-12-02 00:08:16,IP_f679b610,,,,,en,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Yes,Idee Wort,,
AX18,BX1,LX_A,RES_ID_c03bb410,COL_ID_7e0866ab,2025-12-02 00:04:43,2025-12-02 00:07:16,IP_db3c2b6d,,,,,en,Positive,Negative,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Negative,Positive,Positive,Yes,,,
AX18,BX1,LX_A,RES_ID_acce4dd3,COL_ID_7e0866ab,2025-12-02 00:04:11,2025-12-02 00:07:04,IP_c1b31aec,,,,,en,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Yes,,,
AX18,BX1,LX_A,RES_ID_1482ac88,COL_ID_7e0866ab,2025-12-02 00:05:26,2025-12-02 00:07:02,IP_2fcb0fcc,,,,,en,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Yes,,,
AX18,BX1,LX_A,RES_ID_2b92e67e,COL_ID_7e0866ab,2025-12-02 00:05:12,2025-12-02 00:06:45,IP_34b6101f,,,,,en,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Yes,,,Objekt Name Ort Gerät Objekt Objekt Modul Begriff Gerät unter Ort Ort .
AX18,BX1,LX_A,RES_ID_d63d854d,COL_ID_7e0866ab,2025-12-02 00:04:25,2025-12-02 00:06:00,IP_34b6101f,,,,,fr_CH,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,Begriff Ort Name Element,Element ! ! !,Ort Ort ! !
AX21,BX1,LX_C,RES_ID_007675d6,COL_ID_fedf919b,2025-12-01 23:30:20,2025-12-01 23:31:37,IP_e55c32f2,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,,,
AX18,BX1,LX_C,RES_ID_7e2f59a2,COL_ID_7e0866ab,2025-12-01 23:25:01,2025-12-01 23:30:04,IP_e55c32f2,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX12,BX0,LX_F,RES_ID_d72107c5,COL_ID_de272461,2025-12-01 11:46:47,2025-12-01 11:50:13,IP_8f619848,,,,,de,Negative (Strong),Positive (Strong),Negative (Strong),Positive,Positive,Positive,Positive,Negative,Negative (Strong),Positive,Negative,Negative,Yes,Stuhl über Begriff,der Lampe Auto .,
AX0,BX9,LX_A,RES_ID_105fe9d9,COL_ID_153b44c7,2025-12-01 06:47:43,2025-12-01 06:58:17,IP_1f528ec6,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Negative,Positive,Positive (Strong),Positive,Yes,"Buch gegen leise interessant Buch , ohne Tisch und Erde . leise jemand bald . kaum jener klein Brot auf schön Idee , während ich schreiben werden könnte , gegen dieser laut Brot in Erde .","ein Fenster mit Hund eine Begriff ( eine Kuchen bauen kaum nicht ) sowie auf Wasser ( leise er die Brot mit Tisch auf / trotzdem unter Name denn Erde tanzen ) . niemand sollte bald kaum das Brot in klug Katze laufen werden , du gern laufen werden ( unter Katze ) . Wasser muss oft tanzen werden . heute dass ein hell Katze bauen werden soll .",
AX13,BX0,LX_K,RES_ID_b37e9bbe,COL_ID_137763c9,2025-12-01 02:04:22,2025-12-01 02:08:22,IP_56539b76,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,ein hell Farbe in dieser Buch .,-,-
AX12,BX0,LX_K,RES_ID_1a045fc6,COL_ID_de272461,2025-12-01 02:02:41,2025-12-01 02:03:50,IP_56539b76,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,Brot neben ein langsam Stuhl .,-,-
AX11,BX0,LX_A,RES_ID_bba15f8f,COL_ID_dd749a78,2025-12-01 01:43:21,2025-12-01 01:49:08,IP_a8292514,,,,,de,Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Yes,,"Farbe sollen spielen werden . Stuhl Tisch wurden lesen , du nicht trotzdem analysieren .",
AX12,BX0,LX_A,RES_ID_f6b2acc8,COL_ID_de272461,2025-12-01 01:36:08,2025-12-01 01:43:27,IP_c0216cc7,,,,,en,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Yes,Wort Modul Ort Begriff Name Tool Ort Element Wort Modul Modul,,
AX12,BX0,LX_A,RES_ID_03db29b1,COL_ID_de272461,2025-12-01 01:42:03,2025-12-01 01:43:08,IP_58d70213,,,,,de,Positive (Strong),Positive (Strong),Positive,Negative,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Negative,Negative,Positive,Yes,,,
AX12,BX0,LX_A,RES_ID_81fcf2b0,COL_ID_de272461,2025-12-01 01:36:09,2025-12-01 01:42:16,IP_e2f4b068,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Negative,Yes,Name Ort,,eine Wasser
AX12,BX0,LX_A,RES_ID_898f098a,COL_ID_de272461,2025-12-01 01:41:40,2025-12-01 01:42:15,IP_54b6d904,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Yes,,,
AX11,BX0,LX_A,RES_ID_5f51ec28,COL_ID_dd749a78,2025-12-01 01:35:31,2025-12-01 01:41:53,IP_58d70213,,,,,de,Positive (Strong),Positive (Strong),Negative,Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Negative,Positive,Yes,- praktisch laut Brot,- der schön Katze neben Farbe ( Gerät Begriff ) - leise gegen Fenster denken aber das Stuhl neben der praktisch Katze spielen,"der Keks wir zu laufen waren , sind auf Lampe der Wasser , gern weil sie wir ein neu Keks Erde bin , die Baum auf jemand plötzlich singen . ich wäre ein Buch mit manchmal man leise bauen über langsam Erde Sonne ."
AX12,BX0,LX_A,RES_ID_bef5a647,COL_ID_de272461,2025-12-01 01:39:09,2025-12-01 01:41:41,IP_8252cb30,,,,,de,Positive (Strong),Negative,Positive,Negative,Positive (Strong),Positive,Positive,Positive,Negative,Negative,Positive,Positive,Yes,Name,das Wasser eine Mond,
AX11,BX0,LX_A,RES_ID_6ce4c6cf,COL_ID_dd749a78,2025-12-01 01:35:27,2025-12-01 01:41:34,IP_c0216cc7,,,,,en,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Negative,Negative,Positive,Positive,Positive,Yes,Objekt Objekt Name Farbe,,
AX12,BX0,LX_A,RES_ID_4db36a0b,COL_ID_de272461,2025-12-01 01:39:44,2025-12-01 01:41:28,IP_0a8b0e43,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX11,BX0,LX_A,RES_ID_fd958598,COL_ID_dd749a78,2025-12-01 01:35:30,2025-12-01 01:41:20,IP_54b6d904,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Yes,"Name , Hund , Wort",Fenster Erde - Tisch !,das Tool Ort Begriff Tisch
AX12,BX0,LX_A,RES_ID_e0bb3dbf,COL_ID_de272461,2025-12-01 01:37:53,2025-12-01 01:40:47,IP_b522d69d,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive (Strong),Positive,Positive,Negative,Negative,Positive,Positive,Yes,ein hell Baum,,"ich wäre bald , dass man über Mond die Tisch bauen man dieser Hund tanzen kaum ich schnell nicht die Sonne hat in das Erde bauen . bald die Farbe neben Baum ."
AX11,BX0,LX_A,RES_ID_98fe74f8,COL_ID_dd749a78,2025-12-01 01:35:26,2025-12-01 01:40:35,IP_ef75acb4,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Yes,jener Element Modul,,"eine Katze , Auto Brot ist nicht bald trotzdem über Baum ."
AX11,BX0,LX_A,RES_ID_cab2d1d9,COL_ID_dd749a78,2025-12-01 01:35:27,2025-12-01 01:40:03,IP_e7727165,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Yes,Stuhl jener Auto denn Buch neben Sonne Kuchen,,
AX12,BX0,LX_A,RES_ID_edd44923,COL_ID_de272461,2025-12-01 01:39:16,2025-12-01 01:39:46,IP_402dbbaa,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Yes,,,
AX12,BX0,LX_A,RES_ID_c7a85bfe,COL_ID_de272461,2025-12-01 01:37:40,2025-12-01 01:39:37,IP_63440c0e,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Yes,Gerät,nein,
AX11,BX0,LX_A,RES_ID_3d3a79d5,COL_ID_dd749a78,2025-12-01 01:36:17,2025-12-01 01:39:24,IP_0a8b0e43,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,"- laut Katze , tanzen ich in langsam Farbe gern gern heute dieser Keks denken konnte - Lampe gegen ein Keks ( Brot )",- war manchmal kaum neben Begriff schreiben manchmal : jener Kuchen / klug Lampe wären heute gewesen,
AX11,BX0,LX_A,RES_ID_f21d0067,COL_ID_dd749a78,2025-12-01 01:35:25,2025-12-01 01:39:01,IP_8252cb30,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative (Strong),Negative,Positive,Positive,Yes,Katze der neu Begriff,Ort,
AX11,BX0,LX_A,RES_ID_505082e8,COL_ID_dd749a78,2025-12-01 01:35:24,2025-12-01 01:38:56,IP_402dbbaa,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Negative,Positive,Positive,Yes,,,
